"id";"gameRank";"gameName";"notaRank";"notaMedia";"qtNotas";"url"
"21";"21º";"Um Banquete a Odin";8.76;8.89;798;"https://ludopedia.com.br/jogo/a-feast-for-odin"
"22";"22º";"Scythe";8.75;8.81;1633;"https://ludopedia.com.br/jogo/scythe"
"23";"23º";"Guerra do Anel (Segunda Edição)";8.74;8.93;519;"https://ludopedia.com.br/jogo/war-of-the-ring-second-edition"
"24";"24º";"Root";8.73;8.83;1038;"https://ludopedia.com.br/jogo/root"
"25";"25º";"Mansions of Madness (2ª Edição)";8.73;8.79;1648;"https://ludopedia.com.br/jogo/mansions-of-madness-second-edition"
"26";"26º";"Five Tribes";8.73;8.79;1667;"https://ludopedia.com.br/jogo/five-tribes"
"27";"27º";"Spirit Island";8.71;8.87;636;"https://ludopedia.com.br/jogo/spirit-island"
"28";"28º";"Pandemic Legacy: 1ª Temporada";8.71;8.85;688;"https://ludopedia.com.br/jogo/pandemic-legacy-season-1"
"29";"29º";"Through The Ages: Uma Nova História da Civilização";8.7;8.83;769;"https://ludopedia.com.br/jogo/through-the-ages-a-new-story-of-civilization"
"30";"30º";"As Ruínas Perdidas de Arnak";8.69;8.88;521;"https://ludopedia.com.br/jogo/lost-ruins-of-arnak"
"31";"31º";"Mage Knight Board Game";8.67;8.84;602;"https://ludopedia.com.br/jogo/mage-knight-board-game"
"32";"32º";"Barrage";8.64;8.88;403;"https://ludopedia.com.br/jogo/barrage"
"33";"33º";"Brazil: Imperial";8.64;8.81;571;"https://ludopedia.com.br/jogo/brazil-imperial"
"34";"34º";"Azul";8.64;8.67;2889;"https://ludopedia.com.br/jogo/azul"
"35";"35º";"Clank!: Um Deck Building de Aventura";8.63;8.73;1059;"https://ludopedia.com.br/jogo/clank-a-deck-building-adventure"
"36";"36º";"Caverna: The Cave Farmers";8.63;8.75;776;"https://ludopedia.com.br/jogo/caverna-the-cave-farmers"
"37";"37º";"Trajan";8.6;8.71;856;"https://ludopedia.com.br/jogo/trajan"
"38";"38º";"Viticulture - Edição Essencial";8.6;8.66;1382;"https://ludopedia.com.br/jogo/viticulture-essential-edition"
"39";"39º";"Teotihuacan: City of Gods";8.59;8.75;608;"https://ludopedia.com.br/jogo/teotihuacan-city-of-gods"
"40";"40º";"Clash of Cultures: Monumental Edition";8.59;9.1;186;"https://ludopedia.com.br/jogo/clash-of-cultures-monumental-edition"
"41";"41º";"Everdell";8.59;8.74;650;"https://ludopedia.com.br/jogo/everdell"
"42";"42º";"As Viagens de Marco Polo";8.59;8.66;1339;"https://ludopedia.com.br/jogo/the-voyages-of-marco-polo"
"43";"43º";"Ticket to Ride: Europa";8.58;8.63;2250;"https://ludopedia.com.br/jogo/ticket-to-ride-europe"
"44";"44º";"Anachrony";8.58;8.83;375;"https://ludopedia.com.br/jogo/anachrony"
"45";"45º";"La Granja";8.57;8.68;812;"https://ludopedia.com.br/jogo/la-granja"
"46";"46º";"Agricola (Edição Revisada)";8.56;8.68;823;"https://ludopedia.com.br/jogo/agricola-revised-edition"
"47";"47º";"Maracaibo";8.56;8.77;443;"https://ludopedia.com.br/jogo/maracaibo"
"48";"48º";"Azul: Pavilhão de Verão";8.56;8.76;466;"https://ludopedia.com.br/jogo/azul-summer-pavilion"
"49";"49º";"Concordia";8.56;8.71;599;"https://ludopedia.com.br/jogo/concordia"
"50";"50º";"Tainted Grail: A Queda de Avalon";8.55;9.24;137;"https://ludopedia.com.br/jogo/tainted-grail-the-fall-of-avalon"
"51";"51º";"Tiranos da Umbreterna";8.55;8.73;516;"https://ludopedia.com.br/jogo/tyrants-of-the-underdark"
"52";"52º";"Mombasa";8.55;8.69;682;"https://ludopedia.com.br/jogo/mombasa"
"53";"53º";"Tzolk'in: O Calendário Maia";8.55;8.64;1011;"https://ludopedia.com.br/jogo/tzolk-in-the-mayan-calendar"
"54";"54º";"On Mars";8.55;9.08;175;"https://ludopedia.com.br/jogo/on-mars"
"55";"55º";"Power Grid";8.54;8.6;1739;"https://ludopedia.com.br/jogo/power-grid"
"56";"56º";"Lords of Waterdeep";8.54;8.61;1291;"https://ludopedia.com.br/jogo/lords-of-waterdeep"
"57";"57º";"Robinson Crusoé: Aventuras na Ilha Amaldiçoada";8.54;8.61;1201;"https://ludopedia.com.br/jogo/robinson-crusoe-adventures-on-the-cursed-island"
"58";"58º";"Tikal";8.54;8.63;955;"https://ludopedia.com.br/jogo/tikal"
"59";"59º";"Stone Age";8.53;8.57;2247;"https://ludopedia.com.br/jogo/stone-age"
"60";"60º";"Ticket to Ride: Europa - 15 Anos";8.53;9.13;155;"https://ludopedia.com.br/jogo/ticket-to-ride-europe-15th-anniversary"
"61";"61º";"Marco Polo II: Ao Serviço do Khan";8.53;8.9;253;"https://ludopedia.com.br/jogo/marco-polo-ii-im-auftrag-des-khan"
"62";"62º";"Agricola";8.5;8.57;1322;"https://ludopedia.com.br/jogo/agricola"
"63";"63º";"7 Wonders";8.49;8.52;3381;"https://ludopedia.com.br/jogo/7-wonders"
"64";"64º";"Orléans";8.48;8.59;840;"https://ludopedia.com.br/jogo/orleans"
"65";"65º";"Ilha dos Dinossauros";8.48;8.65;516;"https://ludopedia.com.br/jogo/dinosaur-island"
"66";"66º";"Duna: Imperium";8.48;8.94;195;"https://ludopedia.com.br/jogo/dune-imperium"
"67";"67º";"Arkham Horror: The Card Game";8.47;8.89;218;"https://ludopedia.com.br/jogo/arkham-horror-the-card-game"
"68";"68º";"El Grande: Big Box";8.47;8.79;279;"https://ludopedia.com.br/jogo/el-grande-big-box"
"69";"69º";"Eldritch Horror";8.46;8.5;2608;"https://ludopedia.com.br/jogo/eldritch-horror"
"70";"70º";"Russian Railroads";8.46;8.61;596;"https://ludopedia.com.br/jogo/russian-railroads"
"71";"71º";"Nemesis";8.46;8.68;416;"https://ludopedia.com.br/jogo/nemesis"
"72";"72º";"Arcadia Quest: Inferno";8.46;8.84;234;"https://ludopedia.com.br/jogo/arcadia-quest-inferno"
"73";"73º";"Arkham Horror: The Card Game (Revised Edition)";8.45;9.07;145;"https://ludopedia.com.br/jogo/arkham-horror-the-card-game-revised-edition"
"74";"74º";"Rising Sun";8.45;8.56;821;"https://ludopedia.com.br/jogo/rising-sun"
"75";"75º";"Grand Austria Hotel";8.44;8.57;701;"https://ludopedia.com.br/jogo/grand-austria-hotel"
"76";"76º";"Alquimistas";8.44;8.53;1020;"https://ludopedia.com.br/jogo/alchemists"
"77";"77º";"Dominant Species";8.44;8.66;401;"https://ludopedia.com.br/jogo/dominant-species"
"78";"78º";"The Gallerist";8.42;8.55;679;"https://ludopedia.com.br/jogo/the-gallerist"
"79";"79º";"Hansa Teutonica: Big Box";8.4;8.88;185;"https://ludopedia.com.br/jogo/hansa-teutonica-big-box"
"80";"80º";"Western Legends";8.4;8.63;384;"https://ludopedia.com.br/jogo/western-legends"
"81";"81º";"Carcassonne: Edição do 20° Aniversário";8.39;8.89;177;"https://ludopedia.com.br/jogo/carcassonne-20th-anniversary-edition"
"82";"82º";"Village";8.39;8.48;981;"https://ludopedia.com.br/jogo/village"
"83";"83º";"Ticket to Ride";8.38;8.41;2401;"https://ludopedia.com.br/jogo/ticket-to-ride"
"84";"84º";"Arcadia Quest";8.37;8.45;1103;"https://ludopedia.com.br/jogo/arcadia-quest"
"85";"85º";"Battlestar Galactica: The Board Game";8.37;8.52;594;"https://ludopedia.com.br/jogo/battlestar-galactica-the-board-game"
"86";"86º";"Paladinos do Reino Ocidental";8.37;8.61;357;"https://ludopedia.com.br/jogo/paladins-of-the-west-kingdom"
"87";"87º";"Arkham Horror (3ª Edição)";8.37;8.71;254;"https://ludopedia.com.br/jogo/arkham-horror-third-edition"
"88";"88º";"Dominion (Segunda Edição)";8.36;8.53;525;"https://ludopedia.com.br/jogo/dominion-second-edition"
"89";"89º";"Dixit: Odyssey";8.36;8.41;1684;"https://ludopedia.com.br/jogo/dixit-odyssey"
"90";"90º";"Food Chain Magnate";8.35;8.63;310;"https://ludopedia.com.br/jogo/food-chain-magnate"
"91";"91º";"Lorenzo il Magnifico";8.35;8.49;599;"https://ludopedia.com.br/jogo/lorenzo-il-magnifico"
"92";"92º";"Carnegie";8.34;8.9;153;"https://ludopedia.com.br/jogo/carnegie"
"93";"93º";"Eclipse";8.34;8.52;484;"https://ludopedia.com.br/jogo/eclipse"
"94";"94º";"Bonfire";8.34;8.7;242;"https://ludopedia.com.br/jogo/bonfire"
"95";"95º";"Cyclades";8.33;8.4;1345;"https://ludopedia.com.br/jogo/cyclades"
"96";"96º";"Ganges";8.33;8.49;540;"https://ludopedia.com.br/jogo/rajas-of-the-ganges"
"97";"97º";"Star Wars: Imperial Assault";8.33;8.62;296;"https://ludopedia.com.br/jogo/star-wars-imperial-assault"
"98";"98º";"Pandemic";8.33;8.36;2915;"https://ludopedia.com.br/jogo/pandemic"
"99";"99º";"Spartacus: Um Jogo de Sangue e Traições";8.32;8.42;888;"https://ludopedia.com.br/jogo/spartacus-a-game-of-blood-and-treachery"
"100";"100º";"Ticket to Ride: 10th Anniversary";8.32;8.64;261;"https://ludopedia.com.br/jogo/ticket-to-ride-10th-anniversary"
"101";"101º";"Dixit";8.31;8.34;3270;"https://ludopedia.com.br/jogo/dixit"
"102";"102º";"Invasores do Mar do Norte";8.31;8.43;734;"https://ludopedia.com.br/jogo/raiders-of-the-north-sea"
"103";"103º";"Cidades Submersas";8.31;8.53;375;"https://ludopedia.com.br/jogo/underwater-cities"
"104";"104º";"Marvel Comic Hunters";8.31;8.52;397;"https://ludopedia.com.br/jogo/marvel-comic-hunters"
"105";"105º";"Splendor: Marvel";8.3;8.66;235;"https://ludopedia.com.br/jogo/marvel-splendor"
"106";"106º";"7 Wonders: Segunda Edição";8.3;8.88;145;"https://ludopedia.com.br/jogo/7-wonders-second-edition"
"107";"107º";"The Red Cathedral";8.3;8.58;302;"https://ludopedia.com.br/jogo/the-red-cathedral"
"108";"108º";"Descent: Journeys in the Dark (second edition)";8.3;8.44;591;"https://ludopedia.com.br/jogo/descent-journeys-in-the-dark-second-edition"
"109";"109º";"Zombicide: Black Plague";8.3;8.37;1206;"https://ludopedia.com.br/jogo/zombicide-black-plague"
"110";"110º";"Brass";8.29;8.69;209;"https://ludopedia.com.br/jogo/brass"
"111";"111º";"Xadrez";8.29;8.36;1155;"https://ludopedia.com.br/jogo/xadrez"
"112";"112º";"Zombicide: 2ª Edição";8.29;8.85;149;"https://ludopedia.com.br/jogo/zombicide-2nd-edition"
"113";"113º";"Jaipur";8.29;8.34;1417;"https://ludopedia.com.br/jogo/jaipur"
"114";"114º";"Ultimate Railroads";8.28;9.23;88;"https://ludopedia.com.br/jogo/ultimate-railroads"
"115";"115º";"Luna Maris";8.28;9.14;97;"https://ludopedia.com.br/jogo/luna-maris"
"116";"116º";"Istanbul";8.28;8.34;1394;"https://ludopedia.com.br/jogo/istanbul"
"117";"117º";"Endeavor: Age of Sail";8.28;8.55;317;"https://ludopedia.com.br/jogo/endeavor-age-of-sail"
"118";"118º";"Takenoko";8.27;8.3;2432;"https://ludopedia.com.br/jogo/takenoko"
"119";"119º";"Star Wars: Orla Exterior";8.26;8.57;272;"https://ludopedia.com.br/jogo/star-wars-outer-rim"
"120";"120º";"This War of Mine: The Board Game";8.26;8.46;415;"https://ludopedia.com.br/jogo/this-war-of-mine-the-board-game"
"121";"121º";"Sword & Sorcery: Espíritos Imortais";8.26;8.54;295;"https://ludopedia.com.br/jogo/sword-sorcery-immortal-souls"
"122";"122º";"Trickerion: Legends of Illusion";8.26;8.66;210;"https://ludopedia.com.br/jogo/trickerion-legends-of-illusion"
"123";"123º";"Zombicide: Green Horde";8.26;8.49;363;"https://ludopedia.com.br/jogo/zombicide-green-horde"
"124";"124º";"A Guerra dos Tronos: Board Game";8.26;8.29;2327;"https://ludopedia.com.br/jogo/a-game-of-thrones-the-board-game-second-edition"
"125";"125º";"The Godfather: Império Corleone";8.26;8.39;603;"https://ludopedia.com.br/jogo/the-godfather-corleone-s-empire"
"126";"126º";"Splendor";8.25;8.3;1827;"https://ludopedia.com.br/jogo/splendor"
"127";"127º";"Le Havre";8.25;8.37;693;"https://ludopedia.com.br/jogo/le-havre"
"128";"128º";"Luxor";8.25;8.37;693;"https://ludopedia.com.br/jogo/luxor"
"129";"129º";"Keyflower";8.25;8.38;631;"https://ludopedia.com.br/jogo/keyflower"
"130";"130º";"Cthulhu: Death May Die";8.25;8.69;186;"https://ludopedia.com.br/jogo/cthulhu-death-may-die"
"131";"131º";"Kick-Ass: The Board Game";8.25;8.46;385;"https://ludopedia.com.br/jogo/kick-ass-the-board-game"
"132";"132º";"Rococo";8.24;8.55;266;"https://ludopedia.com.br/jogo/rococo"
"133";"133º";"Lords of Hellas";8.24;8.49;335;"https://ludopedia.com.br/jogo/lords-of-hellas"
"134";"134º";"Carcassonne Plus";8.24;8.67;195;"https://ludopedia.com.br/jogo/carcassonne-big-box-6"
"135";"135º";"Terraforming Mars: Expedição Ares";8.24;8.66;195;"https://ludopedia.com.br/jogo/terraforming-mars-ares-expedition"
"136";"136º";"Patchwork";8.24;8.3;1301;"https://ludopedia.com.br/jogo/patchwork"
"137";"137º";"Vinhos Deluxe Edition";8.23;8.75;156;"https://ludopedia.com.br/jogo/vinhos-deluxe-edition"
"138";"138º";"Blood Rage";8.23;8.28;1629;"https://ludopedia.com.br/jogo/blood-rage"
"139";"139º";"Troyes";8.23;8.41;457;"https://ludopedia.com.br/jogo/troyes"
"140";"140º";"O Senhor dos Anéis: Card Game";8.23;8.31;941;"https://ludopedia.com.br/jogo/the-lord-of-the-rings-the-card-game"
"141";"141º";"O Senhor dos Anéis: Card Game (Revised Core Set)";8.22;9.28;77;"https://ludopedia.com.br/jogo/the-lord-of-the-rings-the-card-game-revised-core-set"
"142";"142º";"Sagrada";8.22;8.28;1347;"https://ludopedia.com.br/jogo/sagrada"
"143";"143º";"Camel Up: 2ª Edição";8.22;8.39;466;"https://ludopedia.com.br/jogo/camel-up-second-edition"
"144";"144º";"Twilight Imperium (Third Edition)";8.22;8.54;246;"https://ludopedia.com.br/jogo/twilight-imperium-third-edition"
"145";"145º";"Zombicide: Invader";8.22;8.56;234;"https://ludopedia.com.br/jogo/zombicide-invader"
"146";"146º";"Tigris & Euphrates";8.21;8.34;622;"https://ludopedia.com.br/jogo/tigris-euphrates"
"147";"147º";"Race for the Galaxy";8.21;8.27;1295;"https://ludopedia.com.br/jogo/race-for-the-galaxy"
"148";"148º";"Carcassonne";8.21;8.23;3487;"https://ludopedia.com.br/jogo/carcassonne"
"149";"149º";"Kanban: Driver's Edition";8.19;8.47;285;"https://ludopedia.com.br/jogo/kanban-driver-s-edition"
"150";"150º";"Azul: Vitrais de Sintra";8.19;8.33;573;"https://ludopedia.com.br/jogo/azul-stained-glass-of-sintra"
"151";"151º";"Bruxelles 1893";8.18;8.58;200;"https://ludopedia.com.br/jogo/bruxelles-1893"
"152";"152º";"Arquitetos do Reino Ocidental";8.18;8.31;583;"https://ludopedia.com.br/jogo/architects-of-the-west-kingdom"
"153";"153º";"Catan: O Jogo";8.18;8.2;3664;"https://ludopedia.com.br/jogo/the-settlers-of-catan"
"154";"154º";"Cartógrafos";8.17;8.27;835;"https://ludopedia.com.br/jogo/cartographers-a-roll-player-tale"
"155";"155º";"Pandemic: O Reino de Cthulhu";8.17;8.28;724;"https://ludopedia.com.br/jogo/pandemic-reign-of-cthulhu"
"156";"156º";"Dead of Winter: Um Jogo de Encruzilhadas";8.17;8.22;1502;"https://ludopedia.com.br/jogo/dead-of-winter-a-crossroads-game"
"157";"157º";"Hansa Teutonica";8.17;8.44;293;"https://ludopedia.com.br/jogo/hansa-teutonica"
"158";"158º";"Conquistadores de Midgard";8.17;8.43;307;"https://ludopedia.com.br/jogo/reavers-of-midgard"
"159";"159º";"CO2: Segunda Chance";8.16;8.45;273;"https://ludopedia.com.br/jogo/co-segunda-chance"
"160";"160º";"Mexica";8.16;8.28;655;"https://ludopedia.com.br/jogo/mexica"
"161";"161º";"Dead of Winter: A Noite Sem Fim";8.16;8.29;591;"https://ludopedia.com.br/jogo/dead-of-winter-the-long-night"
"162";"162º";"Kemet";8.15;8.26;773;"https://ludopedia.com.br/jogo/kemet"
"163";"163º";"Piratas! (3ª Edição)";8.15;8.4;313;"https://ludopedia.com.br/jogo/piratas-3-edicao"
"164";"164º";"Clash of Cultures";8.15;8.56;195;"https://ludopedia.com.br/jogo/clash-of-cultures"
"165";"165º";"Código Secreto";8.15;8.2;1577;"https://ludopedia.com.br/jogo/codenames"
"166";"166º";"Os Desejos do Sultão";8.15;9.0;92;"https://ludopedia.com.br/jogo/os-desejos-do-sultao"
"167";"167º";"Dominion";8.15;8.24;855;"https://ludopedia.com.br/jogo/dominion"
"168";"168º";"Caylus";8.14;8.31;474;"https://ludopedia.com.br/jogo/caylus"
"169";"169º";"Star Wars: X-Wing Miniatures Game";8.14;8.22;888;"https://ludopedia.com.br/jogo/star-wars-x-wing-miniatures-game"
"170";"170º";"Kingdomino";8.13;8.17;1969;"https://ludopedia.com.br/jogo/kingdomino"
"171";"171º";"Kingdom Death: Monster";8.13;9.08;82;"https://ludopedia.com.br/jogo/kingdom-death-monster"
"172";"172º";"Magic: The Gathering";8.13;8.2;1113;"https://ludopedia.com.br/jogo/magic-the-gathering"
"173";"173º";"Memoir ‘44";8.13;8.36;340;"https://ludopedia.com.br/jogo/memoir-44"
"174";"174º";"Santorini";8.13;8.19;1318;"https://ludopedia.com.br/jogo/santorini"
"175";"175º";"The Resistance";8.13;8.16;2806;"https://ludopedia.com.br/jogo/the-resistance"
"176";"176º";"Calico";8.13;8.5;212;"https://ludopedia.com.br/jogo/calico"
"177";"177º";"The Quacks of Quedlinburg";8.13;8.58;173;"https://ludopedia.com.br/jogo/the-quacks-of-quedlinburg"
"178";"178º";"Bora Bora";8.13;8.41;272;"https://ludopedia.com.br/jogo/bora-bora"
"179";"179º";"El Grande";8.13;8.39;299;"https://ludopedia.com.br/jogo/el-grande"
"180";"180º";"Yokohama";8.12;8.41;268;"https://ludopedia.com.br/jogo/yokohama"
"181";"181º";"Railways of the World";8.12;8.51;197;"https://ludopedia.com.br/jogo/railways-of-the-world"
"182";"182º";"Pax Pamir (2ª Edição)";8.12;8.74;125;"https://ludopedia.com.br/jogo/pax-pamir-second-edition"
"183";"183º";"Android: Netrunner";8.12;8.39;282;"https://ludopedia.com.br/jogo/android-netrunner"
"184";"184º";"Merchants & Marauders";8.11;8.22;715;"https://ludopedia.com.br/jogo/merchants-marauders"
"185";"185º";"Madeira";8.11;8.63;150;"https://ludopedia.com.br/jogo/madeira"
"186";"186º";"Dungeon Lords";8.11;8.45;226;"https://ludopedia.com.br/jogo/dungeon-lords"
"187";"187º";"Oh My Goods!";8.11;8.17;1172;"https://ludopedia.com.br/jogo/oh-my-goods"
"188";"188º";"Francis Drake";8.1;8.39;269;"https://ludopedia.com.br/jogo/francis-drake"
"189";"189º";"Coimbra";8.1;8.25;500;"https://ludopedia.com.br/jogo/coimbra"
"190";"190º";"Marvel Champions: The Card Game";8.1;8.9;96;"https://ludopedia.com.br/jogo/marvel-champions-the-card-game"
"191";"191º";"Masmorra: Dungeons of Arcadia";8.09;8.43;229;"https://ludopedia.com.br/jogo/masmorra-dungeons-of-arcadia"
"192";"192º";"Cryptid";8.09;8.27;421;"https://ludopedia.com.br/jogo/cryptid"
"193";"193º";"Empires: Age of Discovery";8.09;8.59;155;"https://ludopedia.com.br/jogo/empires-age-of-discovery"
"194";"194º";"Merlin";8.09;8.32;340;"https://ludopedia.com.br/jogo/merlin"
"195";"195º";"As Tabernas do Vale Profundo";8.09;8.38;263;"https://ludopedia.com.br/jogo/the-taverns-of-tiefenthal"
"196";"196º";"Campeões de Midgard ";8.09;8.35;296;"https://ludopedia.com.br/jogo/champions-of-midgard"
"197";"197º";"Rococo: Deluxe Edition";8.08;8.97;86;"https://ludopedia.com.br/jogo/rococo-deluxe-edition"
"198";"198º";"Taco Gato Cabra Queijo Pizza";8.08;8.16;1011;"https://ludopedia.com.br/jogo/taco-cat-goat-cheese-pizza"
"199";"199º";"Hive Pocket";8.08;8.49;187;"https://ludopedia.com.br/jogo/hive-pocket"
"200";"200º";"Broom Service";8.08;8.22;528;"https://ludopedia.com.br/jogo/broom-service"
"201";"201º";"Survive: Fuga de Atlântida!";8.08;8.14;1209;"https://ludopedia.com.br/jogo/survive-escape-from-atlantis"
"202";"202º";"Tiny Epic Dinosaurs";8.07;8.49;181;"https://ludopedia.com.br/jogo/tiny-epic-dinosaurs"
"203";"203º";"Imperial Settlers: A Ascensão de um Império";8.07;8.15;860;"https://ludopedia.com.br/jogo/imperial-settlers"
"204";"204º";"A Ilha dos Gatos";8.06;8.41;217;"https://ludopedia.com.br/jogo/the-isle-of-cats"
"205";"205º";"Dungeon Petz";8.06;8.29;339;"https://ludopedia.com.br/jogo/dungeon-petz"
"206";"206º";"Ethnos";8.06;8.21;497;"https://ludopedia.com.br/jogo/ethnos"
"207";"207º";"Cascadia";8.06;8.54;156;"https://ludopedia.com.br/jogo/cascadia"
"208";"208º";"Tapestry";8.06;8.23;438;"https://ludopedia.com.br/jogo/tapestry"
"209";"209º";"A Tripulação";8.06;8.24;400;"https://ludopedia.com.br/jogo/the-crew-the-quest-for-planet-nine"
"210";"210º";"Abstratus";8.05;8.31;292;"https://ludopedia.com.br/jogo/abstratus"
"211";"211º";"Detective: O Jogo da Investigação Moderna";8.05;8.52;162;"https://ludopedia.com.br/jogo/detective-a-modern-crime-boardgame"
"212";"212º";"Grasse - Mestres Perfumistas";8.05;8.31;290;"https://ludopedia.com.br/jogo/grasse"
"213";"213º";"Ticket to Ride: Trilhos e Velas";8.05;8.6;135;"https://ludopedia.com.br/jogo/ticket-to-ride-rails-sails"
"214";"214º";"Century: Rota das Especiarias";8.04;8.17;575;"https://ludopedia.com.br/jogo/century-spice-road"
"215";"215º";"Bunny Kingdom";8.04;8.35;240;"https://ludopedia.com.br/jogo/bunny-kingdom"
"216";"216º";"Valeria: Card Kingdoms";8.04;8.27;318;"https://ludopedia.com.br/jogo/valeria-card-kingdoms"
"217";"217º";"Quartz";8.03;8.09;1450;"https://ludopedia.com.br/jogo/quartz"
"218";"218º";"The Castles of Burgundy: Alea 20th Anniversary Edition";8.03;9.08;71;"https://ludopedia.com.br/jogo/the-castles-of-burgundy-alea-20th-anniversary-edition"
"219";"219º";"Mansions of Madness";8.03;8.27;310;"https://ludopedia.com.br/jogo/mansions-of-madness"
"220";"220º";"Pandemic Legacy: 2ª Temporada";8.03;8.63;123;"https://ludopedia.com.br/jogo/pandemic-legacy-season-2"
"221";"221º";"King of Tokyo: Dark Edition";8.03;8.44;180;"https://ludopedia.com.br/jogo/king-of-tokyo-dark-edition"
"222";"222º";"Coup";8.03;8.04;3970;"https://ludopedia.com.br/jogo/coup"
"223";"223º";"Imperial 2030";8.02;8.26;314;"https://ludopedia.com.br/jogo/imperial-2030"
"224";"224º";"Newton";8.02;8.22;372;"https://ludopedia.com.br/jogo/newton"
"225";"225º";"Suburbia";8.02;8.14;592;"https://ludopedia.com.br/jogo/suburbia"
"226";"226º";"Triora: Cidade das Bruxas";8.02;8.45;169;"https://ludopedia.com.br/jogo/triora-cidade-das-bruxas"
"227";"227º";"Alien Frontiers";8.02;8.21;383;"https://ludopedia.com.br/jogo/alien-frontiers"
"228";"228º";"The Quest for El Dorado";8.01;8.27;279;"https://ludopedia.com.br/jogo/the-quest-for-el-dorado"
"229";"229º";"HeroQuest";8.01;8.15;509;"https://ludopedia.com.br/jogo/heroquest"
"230";"230º";"Potion Explosion";8.01;8.06;1407;"https://ludopedia.com.br/jogo/potion-explosion"
"231";"231º";"The Resistance: Avalon";8.01;8.16;479;"https://ludopedia.com.br/jogo/the-resistance-avalon"
"232";"232º";"Gizmos";8.01;8.16;475;"https://ludopedia.com.br/jogo/gizmos"
"233";"233º";"The Grizzled: Armistício";8.01;8.45;167;"https://ludopedia.com.br/jogo/the-grizzled-armistice-edition"
"234";"234º";"Kingsburg (2ª Edição)";8.01;8.21;366;"https://ludopedia.com.br/jogo/kingsburg-second-edition"
"235";"235º";"Runewars";8.01;8.43;173;"https://ludopedia.com.br/jogo/runewars"
"236";"236º";"Euphoria: Construindo uma Melhor Distopia";8.0;8.09;879;"https://ludopedia.com.br/jogo/euphoria-build-a-better-dystopia"
"237";"237º";"Altiplano";8.0;8.17;425;"https://ludopedia.com.br/jogo/altiplano"
"238";"238º";"Secret Hitler";8.0;8.28;261;"https://ludopedia.com.br/jogo/secret-hitler"
"239";"239º";"Santa Maria";8.0;8.18;389;"https://ludopedia.com.br/jogo/santa-maria"
"240";"240º";"Arena: The Contest";8.0;8.76;96;"https://ludopedia.com.br/jogo/arena-the-contest"
"241";"241º";"Rallyman: GT";7.99;8.26;270;"https://ludopedia.com.br/jogo/rallyman-gt"
"242";"242º";"Imperium: Clássicos";7.99;8.83;87;"https://ludopedia.com.br/jogo/imperium-classics"
"243";"243º";"Onitama";7.99;8.17;397;"https://ludopedia.com.br/jogo/onitama"
"244";"244º";"Tiny Epic Galaxies";7.99;8.08;776;"https://ludopedia.com.br/jogo/tiny-epic-galaxies"
"245";"245º";"Alhambra";7.99;8.06;985;"https://ludopedia.com.br/jogo/alhambra"
"246";"246º";"Zombicide";7.98;8.01;2660;"https://ludopedia.com.br/jogo/zombicide"
